Freq.	V(vo)
6.45654229034650e+005	6.81328939069681e-005,-7.15688649041976e-003
6.60693448007591e+005	6.50666820031487e-005,-6.99400439012434e-003
6.76082975391976e+005	6.21384490193527e-005,-6.83482803534401e-003
6.91830970918931e+005	5.93419869353704e-005,-6.67927320005605e-003
7.07945784384132e+005	5.66713669572155e-005,-6.52725756697902e-003
7.24435960074984e+005	5.41209269657714e-005,-6.37870068468996e-003
7.41310241300911e+005	5.16852595289436e-005,-6.23352392568016e-003
7.58577575029177e+005	4.93592004520786e-005,-6.09165044533035e-003
7.76247116628685e+005	4.71378178425353e-005,-5.95300514178700e-003
7.94328234724275e+005	4.50164016653719e-005,-5.81751461672119e-003
8.12830516164092e+005	4.29904537681361e-005,-5.68510713695214e-003
8.31763771102664e+005	4.10556783537315e-005,-5.55571259691756e-003
8.51138038202369e+005	3.92079728812709e-005,-5.42926248197339e-003
8.70963589956073e+005	3.74434193757246e-005,-5.30568983250557e-003
8.91250938133738e+005	3.57582761280291e-005,-5.18492920883717e-003
9.12010839355902e+005	3.41489697681431e-005,-5.06691665691388e-003
9.33254300796983e+005	3.26120876943161e-005,-4.95158967475181e-003
9.54992586021428e+005	3.11443708425895e-005,-4.83888717963134e-003
9.77237220955802e+005	2.97427067812600e-005,-4.72874947602118e-003
9.99999999999991e+005	2.84041231157211e-005,-4.62111822421734e-003
1.02329299228075e+006	2.71257811897500e-005,-4.51593640968142e-003
1.04712854805089e+006	2.59049700699320e-005,-4.41314831306362e-003
1.07151930523760e+006	2.47391008005103e-005,-4.31269948089548e-003
1.09647819614318e+006	2.36257009165169e-005,-4.21453669693819e-003
1.12201845430195e+006	2.25624092035879e-005,-4.11860795417204e-003
1.14815362149687e+006	2.15469706933818e-005,-4.02486242741349e-003
1.17489755493952e+006	2.05772318840197e-005,-3.93325044654590e-003
1.20226443461740e+006	1.96511361754391e-005,-3.84372347035086e-003
1.23026877081237e+006	1.87667195100056e-005,-3.75623406092688e-003
1.25892541179416e+006	1.79221062091620e-005,-3.67073585868269e-003
1.28824955169312e+006	1.71155049973046e-005,-3.58718355789255e-003
1.31825673855639e+006	1.63452052044755e-005,-3.50553288280125e-003
1.34896288259164e+006	1.56095731398339e-005,-3.42574056426687e-003
1.38038426460287e+006	1.49070486282315e-005,-3.34776431692918e-003
1.41253754462274e+006	1.42361417025619e-005,-3.27156281689248e-003
1.44543977074591e+006	1.35954294448818e-005,-3.19709567991121e-003
1.47910838816819e+006	1.29835529696167e-005,-3.12432344006741e-003
1.51356124843619e+006	1.23992145424646e-005,-3.05320752892914e-003
1.54881661891247e+006	1.18411748288966e-005,-2.98371025517909e-003
1.58489319246110e+006	1.13082502664286e-005,-2.91579478470309e-003
1.62181009735891e+006	1.07993105550988e-005,-2.84942512112824e-003
1.65958690743754e+006	1.03132762608371e-005,-2.78456608680069e-003
1.69824365246173e+006	9.84911652664951e-006,-2.72118330419324e-003
1.73780082874936e+006	9.40584688677001e-006,-2.65924317773326e-003
1.77827941003891e+006	8.98252717914942e-006,-2.59871287604149e-003
1.81970085860997e+006	8.57825955185929e-006,-2.53956031457262e-003
1.86208713666285e+006	8.19218655918715e-006,-2.48175413864861e-003
1.90546071796323e+006	7.82348934338967e-006,-2.42526370687595e-003
1.94984459975803e+006	7.47138589825100e-006,-2.37005907493842e-003
1.99526231496886e+006	7.13512941076728e-006,-2.31611097975673e-003
2.04173794466951e+006	6.81400667744333e-006,-2.26339082400697e-003
2.08929613085402e+006	6.50733659184550e-006,-2.21187066098979e-003
2.13796208950221e+006	6.21446870020563e-006,-2.16152317984237e-003
2.18776162394953e+006	5.93478182201513e-006,-2.11232169108559e-003
2.23872113856832e+006	5.66768273268568e-006,-2.06424011249881e-003
2.29086765276775e+006	5.41260490548465e-006,-2.01725295531483e-003
2.34422881531990e+006	5.16900731007872e-006,-1.97133531072802e-003
2.39883291901947e+006	4.93637326513924e-006,-1.92646283670832e-003
2.45470891568501e+006	4.71420934257713e-006,-1.88261174511443e-003
2.51188643150955e+006	4.50204432108478e-006,-1.83975878909934e-003
2.57039578276884e+006	4.29942818676664e-006,-1.79788125080165e-003
2.63026799189535e+006	4.10593117873996e-006,-1.75695692931622e-003
2.69153480392689e+006	3.92114287768256e-006,-1.71696412893783e-003
2.75422870333814e+006	3.74467133539534e-006,-1.67788164767172e-003
2.81838293126442e+006	3.57614224353427e-006,-1.63968876600504e-003
2.88403150312657e+006	3.41519813974943e-006,-1.60236523593313e-003
2.95120922666635e+006	3.26149764954816e-006,-1.56589127023510e-003
3.01995172040198e+006	3.11471476227489e-006,-1.53024753199290e-003
3.09029543251356e+006	2.97453813967259e-006,-1.49541512434848e-003
3.16227766016834e+006	2.84067045555988e-006,-1.46137558049364e-003
3.23593656929625e+006	2.71282776522373e-006,-1.42811085388717e-003
3.31131121482587e+006	2.59073890319056e-006,-1.39560330869445e-003
3.38844156139199e+006	2.47414490809901e-006,-1.36383571044404e-003
3.46736850452528e+006	2.36279847345472e-006,-1.33279121689680e-003
3.54813389233571e+006	2.25646342310249e-006,-1.30245336912237e-003
3.63078054770097e+006	2.15491421030382e-006,-1.27280608277846e-003
3.71535229097168e+006	2.05793543935724e-006,-1.24383363958847e-003
3.80189396320557e+006	1.96532140874743e-006,-1.21552067901265e-003
3.89045144994276e+006	1.87687567485408e-006,-1.18785219010872e-003
3.98107170553493e+006	1.79241063529538e-006,-1.16081350357745e-003
4.07380277804108e+006	1.71174713102270e-006,-1.13439028398909e-003
4.16869383470331e+006	1.63471406632250e-006,-1.10856852218660e-003
4.26579518801588e+006	1.56114804591968e-006,-1.08333452786148e-003
4.36515832240161e+006	1.49089302841283e-006,-1.05867492229851e-003
4.46683592150958e+006	1.42379999530641e-006,-1.03457663128544e-003
4.57088189614870e+006	1.35972663493797e-006,-1.01102687818391e-003
4.67735141287193e+006	1.29853704063005e-006,-9.88013177157935e-004
4.78630092322633e+006	1.24010142242677e-006,-9.65523326556406e-004
4.89778819368441e+006	1.18429583180357e-006,-9.43545402446082e-004
5.01187233627267e+006	1.13100189876649e-006,-9.22067752291669e-004
5.12861383991359e+006	1.08010658078323e-006,-9.01078988779648e-004
5.24807460249767e+006	1.03150192301366e-006,-8.80567983782573e-004
5.37031796370247e+006	9.85084829331247e-007,-8.60523862460674e-004
5.49540873857618e+006	9.40756843649679e-007,-8.40935997497616e-004
5.62341325190343e+006	8.98423941091081e-007,-8.21794003467391e-004
5.75439937337150e+006	8.57996328552751e-007,-8.03087731329351e-004
5.88843655355582e+006	8.19388254249556e-007,-7.84807263048476e-004
6.02559586074351e+006	7.82517825828008e-007,-7.66942906338028e-004
6.16595001861475e+006	7.47306836666247e-007,-7.49485189521807e-004
6.30957344480186e+006	7.13680599991565e-007,-7.32424856513306e-004
6.45654229034648e+006	6.81567790463615e-007,-7.15752861909084e-004
6.60693448007588e+006	6.50900292887337e-007,-6.99460366193783e-004
6.76082975391974e+006	6.21613057734712e-007,-6.83538731054241e-004
6.91830970918928e+006	5.93643963168934e-007,-6.67979514800218e-004
7.07945784384130e+006	5.66933683278342e-007,-6.52774467889321e-004
7.24435960074981e+006	5.41425562240650e-007,-6.37915528553750e-004
7.41310241300909e+006	5.17065494150581e-007,-6.23394818526556e-004
7.58577575029175e+006	4.93801808256017e-007,-6.09204638865143e-004
7.76247116628683e+006	4.71585159359267e-007,-5.95337465869810e-004
7.94328234724272e+006	4.50368423150968e-007,-5.81785947095163e-004
8.12830516164090e+006	4.30106596254652e-007,-5.68542897452294e-004
8.31763771102661e+006	4.10756700769960e-007,-5.55601295399653e-004
8.51138038202366e+006	3.92277693112030e-007,-5.42954279220609e-004
8.70963589956070e+006	3.74630376953722e-007,-5.30595143385716e-004
8.91250938133735e+006	3.57777320086021e-007,-5.18517334997757e-004
9.12010839355899e+006	3.41682775020274e-007,-5.06714450317703e-004
9.33254300796980e+006	3.26312603163861e-007,-4.95180231369715e-004
9.54992586021424e+006	3.11634202408472e-007,-4.83908562623421e-004
9.77237220955799e+006	2.97616437977404e-007,-4.72893467751690e-004
1.00000000000000e+007	2.84229576385186e-007,-4.62129106462188e-004
