Freq.	V(out)
2.45470891568502e+003	-5.18170082658200e+001,-5.61437388663241e+001
2.51188643150957e+003	-5.31129172856566e+001,-5.56624193273532e+001
2.57039578276885e+003	-5.43817425456997e+001,-5.51562638303173e+001
2.63026799189537e+003	-5.56229246580788e+001,-5.46268445500125e+001
2.69153480392690e+003	-5.68359979306009e+001,-5.40757221324702e+001
2.75422870333815e+003	-5.80205868808046e+001,-5.35044402741753e+001
2.81838293126444e+003	-5.91764024819924e+001,-5.29145207438085e+001
2.88403150312659e+003	-6.03032381908829e+001,-5.23074588525684e+001
2.95120922666637e+003	-6.14009657967070e+001,-5.16847193702544e+001
3.01995172040200e+003	-6.24695311423383e+001,-5.10477328845656e+001
3.09029543251358e+003	-6.35089497537293e+001,-5.03978925944894e+001
3.16227766016836e+003	-6.45193024173122e+001,-4.97365515261521e+001
3.23593656929627e+003	-6.55007307411627e+001,-4.90650201560956e+001
3.31131121482590e+003	-6.64534327320832e+001,-4.83845644263000e+001
3.38844156139201e+003	-6.73776584173067e+001,-4.76964041310042e+001
3.46736850452530e+003	-6.82737055376986e+001,-4.70017116548190e+001
3.54813389233574e+003	-6.91419153347237e+001,-4.63016110410461e+001
3.63078054770100e+003	-6.99826684516416e+001,-4.55971773677344e+001
3.71535229097171e+003	-7.07963809654668e+001,-4.48894364077106e+001
3.80189396320559e+003	-7.15835005643784e+001,-4.41793645504849e+001
3.89045144994279e+003	-7.23445028818868e+001,-4.34678889624123e+001
3.98107170553495e+003	-7.30798879968208e+001,-4.27558879630057e+001
4.07380277804111e+003	-7.37901771057753e+001,-4.20441915943808e+001
4.16869383470333e+003	-7.44759093729807e+001,-4.13335823633123e+001
4.26579518801591e+003	-7.51376389609241e+001,-4.06247961348436e+001
4.36515832240164e+003	-7.57759322402548e+001,-3.99185231579123e+001
4.46683592150961e+003	-7.63913651828278e+001,-3.92154092043494e+001
4.57088189614873e+003	-7.69845209316712e+001,-3.85160568038132e+001
4.67735141287196e+003	-7.75559875467113e+001,-3.78210265582808e+001
4.78630092322636e+003	-7.81063559239637e+001,-3.71308385209444e+001
4.89778819368444e+003	-7.86362178795505e+001,-3.64459736254331e+001
5.01187233627270e+003	-7.91461643963677e+001,-3.57668751524197e+001
5.12861383991362e+003	-7.96367840255713e+001,-3.50939502219987e+001
5.24807460249770e+003	-8.01086614367187e+001,-3.44275713013392e+001
5.37031796370250e+003	-8.05623761094298e+001,-3.37680777176428e+001
5.49540873857622e+003	-8.09985011605188e+001,-3.31157771682857e+001
5.62341325190346e+003	-8.14176022976905e+001,-3.24709472204283e+001
5.75439937337154e+003	-8.18202368935524e+001,-3.18338367932028e+001
5.88843655355586e+003	-8.22069531727411e+001,-3.12046676170461e+001
6.02559586074354e+003	-8.25782895048024e+001,-3.05836356652897e+001
6.16595001861479e+003	-8.29347737947912e+001,-2.99709125528302e+001
6.30957344480190e+003	-8.32769229664331e+001,-2.93666468998317e+001
6.45654229034652e+003	-8.36052425295859e+001,-2.87709656559625e+001
6.60693448007592e+003	-8.39202262261021e+001,-2.81839753837686e+001
6.76082975391978e+003	-8.42223557480636e+001,-2.76057634991291e+001
6.91830970918932e+003	-8.45121005224897e+001,-2.70363994675397e+001
7.07945784384134e+003	-8.47899175556800e+001,-2.64759359545168e+001
7.24435960074986e+003	-8.50562513327692e+001,-2.59244099305118e+001
7.41310241300913e+003	-8.53115337686731e+001,-2.53818437299003e+001
7.58577575029179e+003	-8.55561842015177e+001,-2.48482460630963e+001
7.76247116628687e+003	-8.57906094295408e+001,-2.43236129837290e+001
7.94328234724277e+003	-8.60152037819093e+001,-2.38079288097697e+001
8.12830516164094e+003	-8.62303492240708e+001,-2.33011670008246e+001
8.31763771102666e+003	-8.64364154891120e+001,-2.28032909906861e+001
8.51138038202371e+003	-8.66337602377102e+001,-2.23142549782519e+001
8.70963589956075e+003	-8.68227292368979e+001,-2.18340046760276e+001
8.91250938133740e+003	-8.70036565602009e+001,-2.13624780185642e+001
9.12010839355904e+003	-8.71768648036676e+001,-2.08996058317336e+001
9.33254300796985e+003	-8.73426653150707e+001,-2.04453124640932e+001
9.54992586021430e+003	-8.75013584353274e+001,-1.99995163817936e+001
9.77237220955804e+003	-8.76532337501886e+001,-1.95621307286396e+001
9.99999999999993e+003	-8.77985703481501e+001,-1.91330638521463e+001
1.02329299228075e+004	-8.79376370860720e+001,-1.87122197978154e+001
1.04712854805089e+004	-8.80706928572784e+001,-1.82994987720710e+001
1.07151930523760e+004	-8.81979868649378e+001,-1.78947975762107e+001
1.09647819614318e+004	-8.83197588945251e+001,-1.74980100118319e+001
1.12201845430196e+004	-8.84362395902264e+001,-1.71090272600899e+001
1.14815362149688e+004	-8.85476507270563e+001,-1.67277382348540e+001
1.17489755493952e+004	-8.86542054856195e+001,-1.63540299124256e+001
1.20226443461740e+004	-8.87561087215576e+001,-1.59877876378469e+001
1.23026877081237e+004	-8.88535572347681e+001,-1.56288954098900e+001
1.25892541179416e+004	-8.89467400329460e+001,-1.52772361452466e+001
1.28824955169313e+004	-8.90358385932484e+001,-1.49326919236710e+001
1.31825673855640e+004	-8.91210271186424e+001,-1.45951442145034e+001
1.34896288259164e+004	-8.92024727890156e+001,-1.42644740861610e+001
1.38038426460288e+004	-8.92803360081453e+001,-1.39405623991988e+001
1.41253754462274e+004	-8.93547706449391e+001,-1.36232899842559e+001
1.44543977074592e+004	-8.94259242691924e+001,-1.33125378054729e+001
1.47910838816820e+004	-8.94939383814806e+001,-1.30081871104447e+001
1.51356124843620e+004	-8.95589486368267e+001,-1.27101195674167e+001
1.54881661891247e+004	-8.96210850635937e+001,-1.24182173905932e+001
1.58489319246110e+004	-8.96804722743635e+001,-1.21323634543798e+001
1.62181009735892e+004	-8.97372296728855e+001,-1.18524413969828e+001
1.65958690743755e+004	-8.97914716531962e+001,-1.15783357144264e+001
1.69824365246173e+004	-8.98433077939477e+001,-1.13099318452852e+001
1.73780082874936e+004	-8.98928430454362e+001,-1.10471162469552e+001
1.77827941003891e+004	-8.99401779115935e+001,-1.07897764639126e+001
1.81970085860997e+004	-8.99854086259135e+001,-1.05378011885864e+001
1.86208713666285e+004	-9.00286273214062e+001,-1.02910803152264e+001
1.90546071796323e+004	-9.00699221936807e+001,-1.00495049873852e+001
1.94984459975803e+004	-9.01093776610797e+001,-9.81296763944199e+000
1.99526231496887e+004	-9.01470745157882e+001,-9.58136203238318e+000
2.04173794466951e+004	-9.01830900726420e+001,-9.35458328464050e+000
2.08929613085402e+004	-9.02174983105560e+001,-9.13252789793305e+000
2.13796208950222e+004	-9.02503700096808e+001,-8.91509377876494e+000
2.18776162394954e+004	-9.02817728832010e+001,-8.70218025577917e+000
2.23872113856832e+004	-9.03117717041254e+001,-8.49368809326211e+000
2.29086765276776e+004	-9.03404284275644e+001,-8.28951950116795e+000
2.34422881531990e+004	-9.03678023086491e+001,-8.08957814195039e+000
2.39883291901947e+004	-9.03939500144400e+001,-7.89376913422630e+000
2.45470891568501e+004	-9.04189257337502e+001,-7.70199905389366e+000
2.51188643150956e+004	-9.04427812800090e+001,-7.51417593250128e+000
2.57039578276884e+004	-9.04655661932503e+001,-7.33020925353466e+000
2.63026799189536e+004	-9.04873278344907e+001,-7.15000994631779e+000
2.69153480392689e+004	-9.05081114795577e+001,-6.97349037812249e+000
2.75422870333814e+004	-9.05279604068137e+001,-6.80056434446183e+000
2.81838293126443e+004	-9.05469159826249e+001,-6.63114705769484e+000
2.88403150312658e+004	-9.05650177429694e+001,-6.46515513426153e+000
2.95120922666636e+004	-9.05823034713364e+001,-6.30250658043496e+000
3.01995172040199e+004	-9.05988092742378e+001,-6.14312077698630e+000
3.09029543251357e+004	-9.06145696526696e+001,-5.98691846262777e+000
3.16227766016835e+004	-9.06296175712097e+001,-5.83382171656404e+000
3.23593656929626e+004	-9.06439845237263e+001,-5.68375394007496e+000
3.31131121482588e+004	-9.06577005973385e+001,-5.53663983737747e+000
3.38844156139200e+004	-9.06707945322621e+001,-5.39240539567525e+000
3.46736850452529e+004	-9.06832937800709e+001,-5.25097786467515e+000
3.54813389233573e+004	-9.06952245591463e+001,-5.11228573547378e+000
3.63078054770098e+004	-9.07066119081588e+001,-4.97625871902550e+000
3.71535229097169e+004	-9.07174797362926e+001,-4.84282772408304e+000
3.80189396320558e+004	-9.07278508724103e+001,-4.71192483489410e+000
3.89045144994277e+004	-9.07377471112783e+001,-4.58348328847198e+000
3.98107170553494e+004	-9.07471892585017e+001,-4.45743745170997e+000
4.07380277804109e+004	-9.07561971724640e+001,-4.33372279814764e+000
4.16869383470332e+004	-9.07647898056879e+001,-4.21227588468739e+000
4.26579518801589e+004	-9.07729852432303e+001,-4.09303432808456e+000
4.36515832240162e+004	-9.07808007400285e+001,-3.97593678137180e+000
4.46683592150959e+004	-9.07882527565012e+001,-3.86092291018516e+000
4.57088189614871e+004	-9.07953569922253e+001,-3.74793336906906e+000
4.67735141287194e+004	-9.08021284186762e+001,-3.63690977774001e+000
4.78630092322634e+004	-9.08085813100628e+001,-3.52779469736782e+000
4.89778819368442e+004	-9.08147292723905e+001,-3.42053160687506e+000
5.01187233627268e+004	-9.08205852724369e+001,-3.31506487927383e+000
5.12861383991360e+004	-9.08261616639854e+001,-3.21133975808669e+000
5.24807460249768e+004	-9.08314702137317e+001,-3.10930233381017e+000
5.37031796370248e+004	-9.08365221255893e+001,-3.00889952048291e+000
5.49540873857620e+004	-9.08413280641580e+001,-2.91007903236330e+000
5.62341325190344e+004	-9.08458981768190e+001,-2.81278936070706e+000
5.75439937337152e+004	-9.08502421149165e+001,-2.71697975066723e+000
5.88843655355584e+004	-9.08543690537795e+001,-2.62260017830619e+000
6.02559586074352e+004	-9.08582877115547e+001,-2.52960132776197e+000
6.16595001861477e+004	-9.08620063683352e+001,-2.43793456855763e+000
6.30957344480187e+004	-9.08655328824640e+001,-2.34755193301443e+000
6.45654229034650e+004	-9.08688747074342e+001,-2.25840609385991e+000
6.60693448007590e+004	-9.08720389073552e+001,-2.17045034195078e+000
6.76082975391975e+004	-9.08750321717288e+001,-2.08363856414846e+000
6.91830970918930e+004	-9.08778608293095e+001,-1.99792522136369e+000
7.07945784384131e+004	-9.08805308623095e+001,-1.91326532673225e+000
7.24435960074983e+004	-9.08830479170626e+001,-1.82961442394612e+000
7.41310241300911e+004	-9.08854173178846e+001,-1.74692856574663e+000
7.58577575029177e+004	-9.08876440765053e+001,-1.66516429253304e+000
7.76247116628685e+004	-9.08897329039061e+001,-1.58427861114701e+000
7.94328234724274e+004	-9.08916882195065e+001,-1.50422897379084e+000
8.12830516164092e+004	-9.08935141607152e+001,-1.42497325706660e+000
8.31763771102663e+004	-9.08952145911904e+001,-1.34646974118146e+000
8.51138038202369e+004	-9.08967931097952e+001,-1.26867708925444e+000
8.70963589956073e+004	-9.08982530575334e+001,-1.19155432677172e+000
8.91250938133737e+004	-9.08995975241966e+001,-1.11506082115862e+000
9.12010839355901e+004	-9.09008293557694e+001,-1.03915626146260e+000
9.33254300796982e+004	-9.09019511601505e+001,-9.63800638160352e-001
9.54992586021427e+004	-9.09029653121000e+001,-8.88954223071055e-001
9.77237220955802e+004	-9.09038739592267e+001,-8.14577549356877e-001
1.00000000000000e+005	-9.09046790250017e+001,-7.40631391662176e-001
